,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
3997,3997,4754,Facebook,Akshay Ingole Akshu,4/25/2017,April,2017,,"To my mind Iskcon Temple Bangalore is one of the best Hare Rama Hare Krishna Temple which I have visited. Lord Krishna is same every where but when I say excellent means decor of temple, infrastructure, cleanliness, temple staff behavior, discipline, security etc. So far I have visited Iskcon Vrindavan, Delhi, Mumbai, Kanpur, Haridwar & Bangalore. I found Bangalore is more organised. Others to learn.",5,POSITIVE,mind iskcon temple bangalore hare rama hare krishna temple visited lord krishna excellent mean decor temple infrastructure cleanliness temple staff behavior discipline security visited iskcon vrindavan delhi mumbai kanpur haridwar bangalore found bangalore organised learn,3,1
3998,3998,4790,Facebook,Mohan Raj,5/2/2017,May,2017,,"To my mind Iskcon Temple Bangalore is one of the best Hare Rama Hare Krishna Temple which I have visited. Lord Krishna is same every where but when I say excellent means decor of temple, infrastructure, cleanliness, temple staff behavior, discipline, security etc. So far I have visited Iskcon Vrindavan, Delhi, Mumbai, Kanpur, Haridwar & Bangalore. I found Bangalore is more organised. Others to learn.",5,POSITIVE,mind iskcon temple bangalore hare rama hare krishna temple visited lord krishna excellent mean decor temple infrastructure cleanliness temple staff behavior discipline security visited iskcon vrindavan delhi mumbai kanpur haridwar bangalore found bangalore organised learn,3,1
3999,3999,520,Trip Advisor,shibithps,11/4/2013,November,2013,Good Experience,"To start with, the place was very clean inspite of the area it covered. People there were very curtious and were ready to listen to you and help. the Statue of gods are exceptionally done and very well maintained. the Prasada that you get to buy are very good and moderately priced.",5,POSITIVE,start place clean inspite area covered curtious ready listen statue god exceptionally maintained prasada buy moderately priced,0,2
4000,4000,686,Trip Advisor,kingzeusvj,5/14/2014,May,2014,Temple converted into shop?,"To sum up: People visit temple for inner peace & not for buying/dining... If I talk premises, they are clean with marvellous architecture & Krishna Avataar moortis, but that is all; after this you only see stalls selling Prasadam, Mithais, Cakes, Books, Snacks; in fact: you can term this place as a big supermarket with an inclination towards Lords Krishna. Sorry, if I was rude with my words; but this is a fact of so-called Modern India.",3,MIXED,sum visit temple peace buyingdining talk premise clean marvellous architecture krishna avataar moortis stall selling prasadam mithais cake book snack fact term place big supermarket inclination lord krishna sorry rude word fact socalled modern india,0,0
4001,4001,5397,Facebook,Rock SP,6/21/2017,June,2017,,Today i am going iskcon beautiful place in Bangalore,5,POSITIVE,today iskcon beautiful place bangalore,3,4
4002,4002,2910,Facebook,Priya Sathish,5/29/2016,May,2016,Na,Today I am going to iskon temple. Very nice and beautiful temple.,5,POSITIVE,today iskon temple nice beautiful temple,3,3
4003,4003,4736,Google + HK HILL,B.L Tejhasswwini,4/20/2017,April,2017,,"Today is my Son's Birthday Feel So Blessed after visiting. Free food, Prasadom was awesome and Yummy. Very clean. ...",5,POSITIVE,today son birthday feel blessed visiting free food prasadom awesome yummy clean,0,0
4004,4004,311,Trip Advisor,NuriaVidalll,7/4/2014,July,2014,Temple under control,Too artificial and given too much importance. I did not enjoy the different controls established before you can get intothe temple. I like more humble things. Visited June 2014,3,NEGATIVE,artificial importance enjoy different control established intothe temple humble thing visited june,3,0
4005,4005,608,Trip Advisor,traveloverdj,5/28/2013,May,2013,Beautiful Serene atmosphere,Too commercialized but effective to broadcast the message of Lord Krishna. Beautifully made in architecture as compared to the other temples of ISKCON,5,POSITIVE,commercialized effective broadcast message lord krishna beautifully made architecture compared temple iskcon,3,0
4006,4006,2502,Trip Advisor,Chandrakanth B,1/5/2016,January,2016,Too crowded. Not worth visiting it. better be at home and prey to God rather than spending time and getting restless.,Too crowded. Not worth visiting it. better be at home and prey to God rather than spending time and getting restless. It is too crowded and you will not get to see God even for few minutes. If you are really looking for peace of mind then stay back at home and do meditation and prey to God in home. Atleast you will have peace of mind.,2,NEGATIVE,crowded worth visiting home prey god spending time restless crowded god minute peace mind stay back home meditation prey god home atleast peace mind,1,2
4007,4007,1143,Trip Advisor,annelou42,3/4/2015,March,2015,Not worth the climb,Too many stairs and once inside too many stalls with sales pitches. There did not seem to be much religious devotion only people trying to sell things.,1,NEGATIVE,stair inside stall sale pitch religious devotion sell thing,0,0
4008,4008,823,Trip Advisor,rligade,5/25/2015,May,2015,An modern temple - thats it,"Too much hype and nothing specific about it. It just be visited as an Krishna temple. A lot of space and grand temple but its an mordern temple, with long quaes but great management. Nice food stalls and a lot of ISKON literature, VCDs on sell at the temple exit. To me looking a great marketing venture than a real...",3,MIXED,hype specific visited krishna temple lot space grand temple mordern temple long quaes great management nice food stall lot iskon literature vcds sell temple exit great marketing venture real,1,0
4009,4009,2140,Trip Advisor,vigyagupta,6/28/2015,June,2015,Splendid temple,Top class infrastructure..One of the properly planned temples in the ISKCON chain. It is huge & stunning from inside.,4,POSITIVE,top class infrastructureone properly planned temple iskcon chain huge stunning inside,1,0
4010,4010,425,Trip Advisor,Hareesh_tvpm,9/23/2014,September,2014,worship business,Total exploitation of believers of Krishna & his myths..building reminds an aztec pyramid only to be modified by colored glass Visited September 2014,1,NEGATIVE,total exploitation believer krishna mythsbuilding reminds aztec pyramid modified colored glass visited september,2,1
4011,4011,5479,Trip Advisor,SurajitP27,7/18/2017,July,2017,Nice Place,total temple campus is huge. There are steps where you need to chant 'Hari Naam' while passing. overall atmosphere is pleasant.,4,POSITIVE,total temple campus huge step chant hari naam passing atmosphere pleasant,1,0
4012,4012,1176,Trip Advisor,nKatakam,5/29/2016,May,2016,Very traditional place to visit in bangalore,"Traditional place to visit in Bangalore. It has a 108 steps to say ""Hare rama Hare Krishna"" mantra 108 times. I found this as unique way of counting..",5,POSITIVE,traditional place visit bangalore step hare rama hare krishna mantra time found unique counting,4,1
4013,4013,3494,Google + HK HILL,Allwyn Mohanty,8/29/2016,August,2016,,Tranquility in the midst of the busiest place. A place worth for visit! #Lord Krishna_Bengaluru,5,POSITIVE,tranquility midst busiest place place worth visit lord krishna_bengaluru,2,2
4014,4014,2765,Google + HK HILL,Allwyn Mohanty,12/7/2015,December,2015,,Tranquility in the midst of the busiest place..A place worth for visit !! #Lord Krishna_Bengaluru,5,POSITIVE,tranquility midst busiest placea place worth visit lord krishna_bengaluru,2,4
4015,4015,4729,Facebook,Yuvaraj Malkhedkar,4/21/2017,April,2017,,Transcendental Sweet spot of the Universe,5,POSITIVE,transcendental sweet spot universe,0,0
4016,4016,3019,Trip Advisor,TimelessRam,6/22/2016,June,2016,A divine experience,Truly a blessing to go here every single time....the divinity just flows and embraces you...and to realise that the Akshay Patra scheme one of the most unique initiative to feed school children mid day meals in thousands and to contribute is so gratifying.giving something back to the needy..that's god in itself...hare Rama hare Rama Rama Rama hare hare hare Krishna hare Krishna... Krishna Krishna hare hare.,5,POSITIVE,blessing single timethe divinity flow embrace youand realise akshay patra scheme unique initiative feed school child mid day meal thousand contribute gratifyinggiving back needythats god itselfhare rama hare rama rama rama hare hare hare krishna hare krishna krishna krishna hare hare,4,1
4017,4017,4261,Trip Advisor,RaoAdvocate,2/14/2017,February,2017,Relax your mind,Truly a very calm place to visit. Get away from the busy schedule and worship God and take his blessings. A very nice place with lots of positive energy,5,POSITIVE,calm place visit away busy schedule worship god blessing nice place lot positive energy,2,2
